,news,date
1599,"One-third of the world will face recession this year, IMF warns","January03,2023"
1600,"Turnover in fixed income, currency market down 1.47% to N15.58trn","January03,2023"
1601,Insurance consumers reject increase in motor insurance premium,"January03,2023"
1602,17 bills imposing more levies on manufacturing pending in NASS — MAN,"January02,2023"
1603,NBC begins recycling project in Lagos,"January02,2023"
1604,Stanbic IBTC Pension Managers rewards 12 with N32m,"January02,2023"
1605,"WEMA Bank appoints Oseni, new CEO as Adebise retires","January02,2023"
1606,"Nigeria’s corporate tax rate, global highest — CPPE","January02,2023"
1607,"Oil: Bonny Light loses all 2022 gains, ends year at $81.4pb","January02,2023"
1608,Taming the investment red flags in 2023,"January02,2023"
1609,"WEMA Bank appoints Oseni as new CEO, Adebise retires","December30,2022"
1610,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
1611,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
1612,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
1613,2023 budget: NASS raises deficit to N12.1trn,"December30,2022"
1614,Spain tops Nigeria’s exports with N873.6bn goods,"December30,2022"
1615,Backward integration in sugar production records $1bn investments,"December30,2022"
1616,Cashless Policy: CBN lists next moves,"December29,2022"
1617,"Max-Migold graduates 83 students, gets ISO certification","December29,2022"
1618,IPMAN raises hope of end to fuel supply crises,"December29,2022"
1619,Nigeria loses $700m to export rejection,"December29,2022"
1620,Banks’ total assets rise 19% to N63trn in 9 months,"December29,2022"
1621,"Lafarge accelerates road safety, launches 3rd Driving Institute","December27,2022"
1622,"Comercio Partners counsels investors on 2023 opportunities, risks","December27,2022"
1623,Nigeria insurers cede N128bn Oil & Gas premium to foreign firms,"December27,2022"
1624,"Why Nigerians can’t benefit from Naira redesign, cash withdrawal limits — Economist","December25,2022"
1625,"Cashless economy: Govts tasked on provision of adequate electricity, telecomms infrastructures","December25,2022"
1626,NEW CBN POLICY: Our fears over new notes  — Nigerians,"December25,2022"
1627,"Manufacturing sector leads in FG’s VAT revenue, rises 25%","December23,2022"
1628,Group seeks inclusion of oil-rich communities in Energy Transition Plan,"December23,2022"
1629,"Naira Redesign: We ordered 500m new notes, says CBN","December23,2022"
1630,Wema Bank supports SMEs with N1bn loan for renewable energy,"December22,2022"
1631,Lekki Port ready for commercial operations,"December22,2022"
1632,"External reserves sheds $2.2bn, CBN gives reasons","December22,2022"
1633,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
1634,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
1635,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
1636,CBN raises cash withdrawal limits,"December22,2022"
1637,"NPA, TTPL approve electronic payment for demurrage","December21,2022"
1638,"FCMB provides QR payment platform to shoppers, businesses","December21,2022"
1639,Banks reduce new naira notes per cash withdrawal,"December21,2022"
1640,INFLATION: Expert advises against continued monetary policy tightening,"December21,2022"
1641,How to know fake Naira notes; security features — CBN,"December20,2022"
1642,FG bans cash withdrawals from public accounts,"December20,2022"
1643,Expert laments challenges to export business in Nigeria,"December20,2022"
1644,"FPI falls 32.7%, experts recommend measures for stability","December20,2022"
1645,"FG’s VAT, CIT revenue rise 25% to N3.5trn","December20,2022"
1646,CBN may withdraw banks’ forex license over diaspora remittances,"December20,2022"
1647,Tier-1 banking stocks lift equity market by N53bn,"December19,2022"
1648,"Lack of patronage hits tailors as price of materials, sewing soar","December19,2022"
1649,AMCON charges gulp N269bn from banks’ earnings,"December19,2022"
1650,AMCON charges gulp N269bn from banks’ earnings,"December19,2022"
1651,"Pension payment now seamless, corruption-free — PTAD","December19,2022"
1652,"MAN, expert flay FG’s reason for excess tax on soft drinks","December16,2022"
1653,Circulating redesigned naira: Banks still dispensing old notes,"December16,2022"
1654,"Inflation hits 17yr high, rises to 21.47%","December16,2022"
1655,NASD launches new digital asset certification for professionals,"December16,2022"
1656,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
1657,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
1658,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
1659,SMEDAN rallies to increase MSMEs contribution to export,"December15,2022"
1660,Cold chain facility at airports for export trade underway,"December15,2022"
1661,"Banks’ earnings from account maintenance, transfer charges rise to N621bn","December15,2022"
1662,"Buhari to bequeath 22,000 megawatts of electricity by 2023 — Minister","December14,2022"
1663,Nigeria’s oil output rises 17% to 1.2 mb/d  — OPEC,"December14,2022"
1664,"Customer trust, center of successful payment ecosystem — Flutterwave","December14,2022"
1665,Nigeria pledges to meet 30 gigawatts energy target by 2030,"December14,2022"
1666,"Customs impounds rice, Indian Hemp, others worth over N1bn","December14,2022"
1667,Shareholders okay Dangote Cement’s share buyback offer,"December14,2022"
1668,NSIA unveils platform to stimulate devts in Nigerian digital ecosystem,"December13,2022"
1669,HOME OWNERSHIP: Pension contributors must meet 5 years criteria — PenCom,"December13,2022"
1670,CBN disburses N9.7trn intervention funds,"December13,2022"
1671,FG appoints 5 banks for disbursement of N278.5bn CVFF,"December13,2022"
1672,"It’s tough for manufacturing sector in Nigeria, says RWSL boss","December13,2022"
1673,"Economists fault 20% excise on beverages, tobacco, say ‘it’ll cripple MSMEs’","December12,2022"
1674,CBN disburses N9.7trn in intervention funds,"December12,2022"
1675,Stanbic IBTC issues N19.9bn infrastructure fund,"December12,2022"
1676,Investors gain N396bn as equities market sustains upward trend,"December12,2022"
1677,"Nigeria now center for research, tech innovation- FSI’s Kola-Oladejo","December12,2022"
1678,FSDH gets$35m facility from IFC ,"December12,2022"
1679,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
1680,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
1681,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
1682,Prestige Assurance projects N12bn premium income for 2022,"December12,2022"
1683,"BII, African Guarantee Fund sign $75m programme to fund SMEs","December12,2022"
1684,Stakeholders canvass support For NDIC Act Amendment Bill,"December12,2022"
1685,Net Forex inflow falls 54% to $15.86bn in 8mths,"December12,2022"
1686,"CASH LIMIT POLICY: Experts urge FG to sensitise public, increase productivity","December11,2022"
1687,What you may not know about Naira redesign,"December11,2022"
1688,FMN drives local content through innovation competition,"December09,2022"
1689,NIMASA jerks up Manning Bond by 400% to N5m,"December09,2022"
1690,"CBN may ‘tweak’ new cash withdrawal limits, says Emefiele","December09,2022"
1691,"SOFT DRINKS TAX: PWC, Proshare warns FG of adverse implications","December08,2022"
1692,"First Bank, JA partner on Africa’s school entrepreneurship competition","December08,2022"
1693,Rising inflation eroding stock gains — Rekit Financial CEO,"December08,2022"
1694,E-payment transactions rise 52% to N42.5tr,"December08,2022"
1695,FG’s deficit spending rises 7% to N593bn — CBN,"December08,2022"
1696,"‘They want us out of business’, agents kick against CBN’s directives on withdrawals","December07,2022"
1697,Nigeria’s FTZs lags behind in economic development indices  — OGFZA,"December07,2022"
1698,SEC engages finance ministry for level playing field in debt market,"December07,2022"
1699,Nigeria spent $9.6bn to service foreign debts in 12yrs — World Bank,"December07,2022"
1700,"CBN limits cash withdrawals to N100,000 weekly","December07,2022"
1701,eNaira transactions hit N8bn – CBN,"December06,2022"
1702,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
1703,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
1704,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
1705,"Nigeria, Algeria, Egypt to drive Africa’s LNG export —  Report","December06,2022"
1706,Oil market: Uncertainty as EU embargo on Russian crude begins,"December06,2022"
1707,"Petrol scarcity: Marketers defy FG, hike pump price to N280/litre","December06,2022"
1708,Move to create separate pension regime for N’Assembly goes controversial,"December06,2022"
1709,Weak export drags down Nigeria’s trade balance by 86%,"December06,2022"
1710,Business Consultants’ institute challenges members on active practice,"December06,2022"
1711,Manufacturers’ expenditure on alternative power surges 110%,"December05,2022"
1712,Interbank lending drops 2.55% to N25.4trn ,"December05,2022"
1713,"Naira depreciates marginally, exchanges at 445.83 to dollar","December02,2022"
1714,Concerns mount over airfare on Lagos-London route,"December02,2022"
1715,"  Manufacturing, agric sector contraction pose grave danger – Muda Yusuf","December02,2022"
1716,FCMB Group records 68.4% profit growth in 9mths,"December02,2022"
1717,Seamless identity management necessary for financial inclusion — Flutterwave,"December02,2022"
1718,Budget 2022: FG releases N1.7trn for capital expenditure￼,"December02,2022"
1719,"FG rakes N2trn from indirect taxes, as banks’ taxes rise 41.7% to N135bn","December01,2022"
1720,"Growth in diaspora remittances to Nigeria, other SSAs slows — World Bank","December01,2022"
1721,AXA Mansard records 19% growth in GPW,"December01,2022"
1722,"Stock market rebounds, gains N184bn","November30,2022"
1723,Industry leaders at CIOTA lament impact of criminality on transport sector,"November30,2022"
1724,"Access Holdings’ shareholders ratify statutory report, seek higher dividend","November30,2022"
1725,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
1726,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
1727,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
1728,ICAN symposium proffers solution to budget deficit,"November30,2022"
1729,TAX BURDEN: Beverages sector revenue to decline 40% ,"November30,2022"
1730,RT200: CBN pays N81bn rebate to eligible non-oil exporters￼,"November30,2022"
1731,"Renewable energy adoption by private sector, key to climate targets  – PPC","November29,2022"
1732,"Electricity: GENCOs face liquidity crisis, receive 57% invoice","November29,2022"
1733,"CSR: Heritage Energy, JV partners conduct scholarship tests for OML 30 beneficiaries","November29,2022"
1734,"ELECTRICITY: Azura pushes for contract sanctity, targets 3,500mw","November29,2022"
1735,MDAs still flout FG’s directive to insure assets,"November29,2022"
1736,Forex flows falls 36% to $17.4bn,"November29,2022"
1737,Bad debts weigh down banks as loan losses rise 25%,"November28,2022"
1738,"Why petrol shortage worsens in Lagos, Ogun, others","November28,2022"
1739,Unclaimed Dividend: SEC to create centralized portal for e-dividend,"November28,2022"
1740,Digital Economy: How financial sector underwent waves of devt – CBN,"November27,2022"
1741,How N424bn error in 2023 budget escaped detection across ministries – Finance Ministry,"November27,2022"
1742,"Emefiele: We must tackle oil theft to build  reserves, enhance  Naira stability","November26,2022"
1743,"NBS prepares for living standards, labour force survey","November25,2022"
1744,Nigeria’s growth momentum slows to 2.25% in Q3’22,"November25,2022"
1745,"66,092 have benefited from different SMEs schemes in Katsina – SMEDAN Manager","November24,2022"
1746,IMO Sec Gen opens NIMASA new headquarter,"November24,2022"
1747,"POOR ELECTRICITY:  TCN blames GENCOs, DISCOs for grid collapses","November24,2022"
1748,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
1749,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
1750,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
1751,Finance Minister inaugurates container scanners for ports,"November23,2022"
1752,INFLATION:  We will continue to raise MPR until…  – CBN,"November23,2022"
1753,CBN raises MPR to 16.5%,"November22,2022"
1754,Flutterwave unveils money app for Africans in diaspora ,"November22,2022"
1755,Credit to economy rises 33% to N63.5trn,"November22,2022"
1756,GROHE set for “Caring for Water” summit,"November22,2022"
1757,INFLATION: Wabi Nigeria woos retailers to boost market,"November21,2022"
1758,Scarcity of funds triggers 253% rise in banks’  borrowing from CBN,"November21,2022"
1759,FG’s domestic borrowing crowds out private sector in 2022,"November21,2022"
1760,"Gas flaring: FG woos investors in Europe, US, Canada to buy 50 clusters","November21,2022"
1761,"CLIMATE CHANGE: Heifer, partners give succour to Nigerian smallholder farmers ","November19,2022"
1762,NGX: Indices rise by 1.09% amid renewed bullish transactions,"November18,2022"
1763,"Naira gains by 0.02% at Investors, Exporters window","November18,2022"
1764,FCCPC mandates tobacco products to carry graphic health warnings ,"November18,2022"
1765,Experts list solutions to FX challenges,"November18,2022"
1766,Zenith Tech Fair to attract global IT practitioners,"November18,2022"
1767,FG says debt sustainability now threatened by low revenue,"November18,2022"
1768,Industrialist calls for support for locally manufactured goods,"November18,2022"
1769,Multigate gets SWIFT license toimprove treasury mgt for businesses,"November18,2022"
1770,MTN to fund micro businesses with grant in  ‘Nominate Your   Hustler’ initiative,"November17,2022"
1771,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
1772,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
1773,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
1774,SEC harps on need for cyber risks mitigation in capital market,"November17,2022"
1775,"MILE-2, APAPA: Hawking of ‘access tickets’ compounds gridlock","November17,2022"
1776,"Rising energy cost, others pressure inflation to 17yr high","November16,2022"
1777,Q3’22: NB’s board recommends N3.29bn interim dividend,"November16,2022"
1778,InfraCredit mobilises £10m climate financing for rural electrification in Nigeria,"November16,2022"
1779,"Insurance claims payment recovers, hits N174.8bn","November15,2022"
1780,ICAN lists areas of concern in Naira redesign,"November14,2022"
1781,Losses in blue chip stocks reverse gains in equities,"November14,2022"
1782,Banks’ consumer loans decline 17% as CBN tightens money supply,"November14,2022"
1783,Banks’ consumer loans decline 17% as CBN tightens money supply,"November14,2022"
1784,"RESTORATION: CBN, Bankers C’ttee, FMIC partnership completes phase 1 of National Theatre ","November13,2022"
1785,"RESTORATION: CBN, Bankers C’ttee, FMIC partnership completes phase 1 of National Theatre","November13,2022"
1786,"FG’s gas initiative has improved corporate governance – Rone, UTM Offshore boss ","November12,2022"
1787,CBN seeks e-Naira onboarding at Lagos Trade Fair,"November11,2022"
1788,Growth rate in household expenditure dips in Q2’22,"November11,2022"
1789,Why FG picked Ethiopian Airlines as national carrier partner – Aviation Minister,"November10,2022"
1790,Transcorp pledges to meet set targets for improved earnings,"November10,2022"
1791,VFD Group profit up 37% to N5.1bn,"November10,2022"
1792,"CBN commits $16.9bn to forex market, other obligations in H1’22","November09,2022"
1793,OIL MARKET: Nigeria’s Bonny Light hits $100 per barrel on Russian ban,"November09,2022"
1794,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
1795,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
1796,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
1797,"NBCC calls for fiscal consistency, dialogue on excise duty","November09,2022"
1798,"NAIRA REDESIGN: CBN, banks ready for transition, take initial steps","November08,2022"
1799,"Naira redesign: CBN, banks ready for transition","November08,2022"
1800,Banks customers appeal for deadline extension to return old notes,"November08,2022"
1801,Unemployment stagnates growth in pension registration,"November08,2022"
1802,AXA Mansard receives double awards,"November08,2022"
1803,"MTN, Airtel, banks to collect VAT for FIRS","November07,2022"
1804,"ICAN recommends sustainability practices to drive economic growth, devt","November07,2022"
1805,Mobile payments operators’ body elects exco,"November07,2022"
1806,Cutix seeks govt patronage of home made products to boost economy,"November07,2022"
1807,2023 budget assumptions not reflective of economic realities — NACCIMA,"November07,2022"
1808,EEG: Indigenous exporters allege exclusion in favour of expatriates,"November07,2022"
1809,Forex crises depress growth in manufacturing to 3% in Q2’22 — MAN,"November07,2022"
1810,"FG pushing manufacturers, others out of existence — MAN, NECA, NACCIMA, others","November07,2022"
1811,Financial literacy crucial to closing financial exclusion gap –  9PSB,"November04,2022"
1812,Foreign capital inflow to  production sector up 83% to $457.7m,"November04,2022"
1813,Corporate Bonds listing on NGX rises 166% to N176.4 bn in Q3’22,"November04,2022"
1814,Jumia Nigeria set to ‘beat sapa’ in Black Friday Campaign,"November04,2022"
1815,Gluwa’s blockchain platform set to transform Lagos agric sector,"November03,2022"
1816,Sigma Pensions targets market dominance — Uduanu,"November03,2022"
1817,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
1818,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
1819,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
1820,PMI drops marginally by 0.1 points to 53.6 points,"November02,2022"
1821,Gas flaring: FG targets $1bn revenue from sale of 50 gas clusters —Investigation,"November01,2022"
1822,Sterling commitment to agriculture accounts 15% of its loans portfolio – Suleiman,"November01,2022"
1823,Credit to the economy rises 34 % to N63.3trn,"November01,2022"
1824,"CBN battles legacy fiscal, structural issues in policy effectiveness","October31,2022"
1825,Rail transport revenue rises 42% to N2.93trn in 6 months,"October31,2022"
1826,"EU begins campaign to promote partnership with Nigeria, other African countries","October31,2022"
1827,"Alaghodaro 2022: Dangote, Elumelu, others headline 6th Edo investment summit","October31,2022"
1828,Union Bank grows profit by 14% to N18.2bn in Q3,"October31,2022"
1829,Emefiele tasks risk managers to adopt technology to curtail cyber risk,"October31,2022"
1830,NBCC moves to reposition small businesses in Nigeria,"October31,2022"
1831,Unity Bank records N2.2bn profit in 9 months,"October31,2022"
1832,Buhari backs Emefiele over naira re-design,"October31,2022"
1833,New interest rate regime drives up investments in FGN Savings Bond,"October31,2022"
1834,"SEC, stakeholders task judiciary on capital market dispute resolution","October31,2022"
1835,Interest in Industrial Goods stocks soars amid profit taking,"October31,2022"
1836,Prices of food continue to rise — NBS,"October29,2022"
1837,Pension Funds investment in corporate securities rise 43.9% to N1.4trn,"October28,2022"
1838,Equity market dips by N127bn,"October27,2022"
1839,Warri refinery will deliver fuel production first quarter of 2023 – FG,"October27,2022"
1840,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
1841,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
1842,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
1843,BIC reiterates commitment to Nigeria’s market,"October27,2022"
1844,"eNaira: CBN sensitises, onboards UniLag students, community ","October27,2022"
1845,Guaranty Trust profit grows 11.7% to N169.7bn in Q3,"October27,2022"
1846,Address operating environment challenges to enjoy AfCFTA benefits — MAN tells govt,"October27,2022"
1847,Experts react to CBN’s plan to redesign Naira,"October27,2022"
1848,Emefiele’s full speech: Why CBN is redesigning Naira notes,"October26,2022"
1849,Maritime Security: US coast guard commends Nigeria,"October26,2022"
1850,Why BDCs are central to CBN’s exchange rate policies — ABCON,"October26,2022"
1851,Stanbic IBTC engages  businesses to for new markets,"October26,2022"
1852,How companies can achieve sustainable outcome — PWC,"October26,2022"
1853,"Panic buying, cause of petrol queues — FG","October26,2022"
1854,Q3’22: UBA’s gross earnings up 23.3 % to N608bn,"October25,2022"
1855,"Stocks, pound rise as Rishi Sunak becomes new British PM","October25,2022"
1856,Union Bank: Titan Trust buys out minority shareholders,"October25,2022"
1857,"Ship owners commence reconciliation moves, set up committee","October24,2022"
1858,Sirika defends single bid decision on Nigeria Air,"October24,2022"
1859,"AfDB, FCMB sign $50m Line of Credit agreement","October24,2022"
1860,"eNaira: CBN onboards Keke Napep drivers, traders in Oshodi, Orile","October24,2022"
1861,NGX records largest weekly loss as investors lose over N1.7trn,"October24,2022"
1862,UBA’s diversified businesses act as hedge against financial risks,"October24,2022"
1863,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
1864,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
1865,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
1866,AfCFTA: Shareholders ask FG to lift ban on import of products,"October24,2022"
1867,"INFRASTRUCTURE FINANCING: NGF, SEC, DataPro chart ways to harness potential","October23,2022"
1868,Huge relief for travelers as Kalabash enters the aviation sector with Pay Small Small,"October22,2022"
1869,CBN marks eNaira anniversary,"October21,2022"
1870,Limited investments undermine $600m agric insurance market— Africa Re,"October21,2022"
1871,RT200: $1.28bn repatriated in Q3’22,"October21,2022"
1872,"AMSN AGM,convocation hold in Lagos","October20,2022"
1873,"AfDB, FCMB ready $50m for SMEs, women’s businesses","October20,2022"
1874,Why national grid collapses — GenCos,"October20,2022"
1875,IoD Nigeria awards fellowship on some members,"October20,2022"
1876,"Siemens Energy, Germany partner LASG to build TVET centre￼","October20,2022"
1877,"Code of corporate governance for public sector out soon — FRC, IoDCCG","October20,2022"
1878,"FG to spend N10bn on NIPOST recapitalisation, analysts kick","October19,2022"
1879,"Renewable energy: I’m doing my best to push govt policies — Habiba Ali, CEO Sosai Renewable Energies ","October19,2022"
1880,"DLM Capital redeems N572m CP, opens N5bn new issue￼","October19,2022"
1881,Jaiz Bank woos media on equipment financing￼,"October19,2022"
1882,Buhari commissions first off-shore petroleum terminal in Lekki,"October19,2022"
1883,Dangote sets 10-yr manufacturing target for Nigeria’s industrialisation,"October19,2022"
1884,Efforts underway to ensure additional 6m households are metered — Osinbajo,"October17,2022"
1885,CBN Gov woos foreign investors for Nigeria,"October17,2022"
